genus,species,scientific_name,eol_page_id,local_image_count,data_status
Ophrys,crabronifera Sebast.,Ophrys crabronifera Sebast. & Mauri var. virescens (Sommier) Hennecke,,0,missing_eol_id
Ophrys,crabronifera Sebast.,Ophrys crabronifera Sebast. & Mauri var. pollinensis (O. Danesch & E. Danesch) Hennecke,,0,missing_eol_id
Ophrys,crabronifera Sebast.,Ophrys crabronifera Sebast. & Mauri var. venerabilis (Kreutz & Tenschert) comb. ined.,,0,missing_eol_id
Ophrys,crabronifera Sebast.,Ophrys crabronifera Sebast. & Mauri var. biscutella (O. Danesch & E. Danesch) comb. ined.,,0,missing_eol_id
Ophrys,cretica Vierh.,Ophrys cretica (Vierh.) E. Nelson var. ariadnae (Paulus) Hennecke,,0,missing_eol_id
Ophrys,cretica Vierh.,Ophrys cretica (Vierh.) E. Nelson,,0,missing_eol_id
Ophrys,dyris Maire,Ophrys dyris Maire var. maculata (F. M. Vázquez) Hennecke,,0,missing_eol_id
Ophrys,dyris Maire,Ophrys dyris Maire var. lenae (Lowe & D. Tyteca) Hennecke,,0,missing_eol_id
Ophrys,dyris Maire,Ophrys dyris Maire var. majoricensis (Paulus,,0,missing_eol_id
Ophrys,dyris Maire,Ophrys dyris Maire,,0,missing_eol_id
Ophrys,dyris Maire,Ophrys dyris Maire var. algarvensis (D. Tyteca,,0,missing_eol_id
Ophrys,dyris Maire,Ophrys dyris Maire var. arxdominensis Robles,,0,missing_eol_id
Ophrys,dyris Maire,Ophrys dyris Maire var. fontinalis (F. M. Vázquez) Hennecke,,0,missing_eol_id
Ophrys,elegans,Ophrys elegans (Renz) H. Baumann &amp; K&uuml;nkele,,0,missing_eol_id
Ophrys,elegans Renz,Ophrys elegans (Renz) H. Baumann & Künkele,,0,missing_eol_id
Ophrys,eleonorae,Ophrys eleonorae var. hospitalis (P. Delforge) Hennecke,,0,missing_eol_id
Ophrys,eleonorae,Ophrys eleonorae var. tiaretiana (Kreutz,,0,missing_eol_id
Ophrys,eleonorae,Ophrys eleonorae var. vallesiana (Devillers & Devillers-Tersch.) comb. ined.,,0,missing_eol_id
Ophrys,eleonorae,Ophrys eleonorae var. lojaconoi (P. Delforge) Hennecke,,0,missing_eol_id
Ophrys,eleonorae ssp.,Ophrys eleonorae ssp. eleonorae Devillers-Tersch. & Devillers,,0,missing_eol_id
Ophrys,eleonorae ssp.,Ophrys eleonorae ssp. limensis (F. M. Vázquez) Hennecke,,0,missing_eol_id
Ophrys,episcopalis Poir.,Ophrys episcopalis Poir. var. colossaea (P. Delforge) comb. ined.,,0,missing_eol_id
Ophrys,episcopalis Poir.,Ophrys episcopalis Poir. var. saliarisii (Paulus & Hirth) Hennecke,,0,missing_eol_id
Ophrys,episcopalis Poir.,Ophrys episcopalis Poir. var. libanotica (H. Baumann & R. Lorenz) Hennecke,,0,missing_eol_id
Ophrys,episcopalis Poir.,Ophrys episcopalis Poir. var. oblita (Kreutz,,0,missing_eol_id
Ophrys,episcopalis Poir.,Ophrys episcopalis Poir. var. helios (Kreutz) Hennecke,,0,missing_eol_id
Ophrys,episcopalis Poir.,Ophrys episcopalis Poir. var. cyrenaica (Kreutz) Hennecke,,0,missing_eol_id
Ophrys,episcopalis Poir.,Ophrys episcopalis Poir. var. samia P. Delforge,,0,missing_eol_id
Ophrys,episcopalis Poir.,Ophrys episcopalis Poir. var. malvasiana (S. Hertel & Weyland) comb. ined.,,0,missing_eol_id
Ophrys,episcopalis Poir.,Ophrys episcopalis Poir. var. luminosa (Kreutz,,0,missing_eol_id
Ophrys,episcopalis Poir.,Ophrys episcopalis Poir. var. cerigona (B. Baumann & H. Baumann) Hennecke,,0,missing_eol_id
Ophrys,episcopalis Poir.,Ophrys episcopalis Poir.,,0,missing_eol_id
Ophrys,exaltata Ten.,Ophrys exaltata Ten. var. panormitana (Tod.) comb. ined.,,0,missing_eol_id
Ophrys,exaltata Ten.,Ophrys exaltata Ten. var. praecox (Corrias) Hennecke,,0,missing_eol_id
Ophrys,exaltata Ten.,Ophrys exaltata Ten. var. tarquinia (P. Delforge) comb. ined.,,0,missing_eol_id
Ophrys,exaltata Ten.,Ophrys exaltata Ten.,,0,missing_eol_id
Ophrys,ferrum-equinum Desf.,Ophrys ferrum-equinum Desf. var. labiosa (Kreutz) Hennecke,,0,missing_eol_id
Ophrys,ferrum-equinum Desf.,Ophrys ferrum-equinum Desf. var. parnassica (Vierh.) Kreutz,,0,missing_eol_id
Ophrys,ferrum-equinum Desf.,Ophrys ferrum-equinum Desf.,,0,missing_eol_id
Ophrys,ferrum-equinum Desf.,Ophrys ferrum-equinum Desf. var. anafiensis Biel,,0,missing_eol_id
Ophrys,ferrum-equinum Desf.,Ophrys ferrum-equinum Desf. var. gottfriediana (Renz) Biel,,0,missing_eol_id
Ophrys,ferrum-equinum Desf.,Ophrys ferrum-equinum Desf. var. mavromata (A. Alibertis & Triantafyll.) Hennecke,,0,missing_eol_id
Ophrys,ferrum-equinum Desf.,Ophrys ferrum-equinum Desf. var. minor Biel,,0,missing_eol_id
Ophrys,ferrum-equinum Desf.,Ophrys ferrum-equinum Desf. var. pseudogottfriediana Paulus,,0,missing_eol_id
Ophrys,fleischmannii Hayek,Ophrys fleischmannii Hayek,,0,missing_eol_id
Ophrys,funerea Viv.,Ophrys funerea Viv.,,0,missing_eol_id
Ophrys,fusca Link,Ophrys fusca Link var. lindia (Paulus) Deniz,,0,missing_eol_id
Ophrys,fusca Link,Ophrys fusca Link var. leucadica (Renz) comb. ined.,,0,missing_eol_id
Ophrys,fusca Link,Ophrys fusca Link var. kalirachiensis (Paulus,,0,missing_eol_id
Ophrys,fusca Link,Ophrys fusca Link var. japigiae (Turco,,0,missing_eol_id
Ophrys,fusca Link,Ophrys fusca Link var. hespera (Devillers-Tersch. & Devillers) comb. ined.,,0,missing_eol_id
Ophrys,fusca Link,Ophrys fusca Link var. attaviria (D. Rückbr.,,0,missing_eol_id
Ophrys,fusca Link,Ophrys fusca Link var. thracica (Kreutz) comb. ined.,,0,missing_eol_id
Ophrys,fusca Link,Ophrys fusca Link var. sancti-isidorii (A. Saliaris,,0,missing_eol_id
Ophrys,fusca Link,Ophrys fusca Link var. sabulosa (Paulus & Gack ex P. Delforge) comb. ined.,,0,missing_eol_id
Ophrys,fusca Link,Ophrys fusca Link var. rubescens Balayer,,0,missing_eol_id
Ophrys,fusca Link,Ophrys fusca Link var. punctulata (Renz) comb. ined.,,0,missing_eol_id
Ophrys,fusca Link,Ophrys fusca Link var. pseudomigoutiana (R. Martin,,0,missing_eol_id
Ophrys,fusca Link,Ophrys fusca Link var. pintoi (Lowe & D. Tyteca) comb. ined.,,0,missing_eol_id
Ophrys,fusca Link,Ophrys fusca Link var. phaseliana (D. Rückbr. & U. Rückbr.) comb. ined.,,0,missing_eol_id
Ophrys,fusca Link,Ophrys fusca Link var. persephonae (Paulus) comb. ined.,,0,missing_eol_id
Ophrys,fusca Link,Ophrys fusca Link var. perpusilla (Devillers-Tersch. & Devillers) comb. ined.,,0,missing_eol_id
Ophrys,fusca Link,Ophrys fusca Link var. peraiolae (G. Foelsche,,0,missing_eol_id
Ophrys,fusca Link,Ophrys fusca Link var. pelinaea (P. Delforge) comb. ined.,,0,missing_eol_id
Ophrys,fusca Link,Ophrys fusca Link var. parvula (Paulus) comb. ined.,,0,missing_eol_id
Ophrys,fusca Link,Ophrys fusca Link var. ortuabis (M. P. Grasso & Manca) comb. ined.,,0,missing_eol_id
Ophrys,fusca Link,Ophrys fusca Link var. obaesa (Lojac.) comb. ined.,,0,missing_eol_id
Ophrys,fusca Link,Ophrys fusca Link var. minima (Balayer) comb. ined.,,0,missing_eol_id
Ophrys,fusca Link,Ophrys fusca Link var. migoutiana (M. Gay) comb. ined.,,0,missing_eol_id
Ophrys,fusca Link,Ophrys fusca Link var. marmorata (G. Foelsche & W. Foelsche) comb. ined.,,0,missing_eol_id
Ophrys,fusca Link,Ophrys fusca Link var. malacitana (M. R. Lowe,,0,missing_eol_id
Ophrys,fusca Link,Ophrys fusca Link var. maghrebiaca (Kreutz,,0,missing_eol_id
Ophrys,fusca Link,Ophrys fusca Link var. lutescens F. M. Vázquez,,0,missing_eol_id
Ophrys,fusca Link,Ophrys fusca Link var. lucifera (Devillers-Tersch. & Devillers) comb. ined.,,0,missing_eol_id
Ophrys,fusca Link,Ophrys fusca Link var. lucentina (P. Delforge) comb. ined.,,0,missing_eol_id
Ophrys,fusca Link,Ophrys fusca Link var. lucana (P. Delforge,,0,missing_eol_id
Ophrys,fusca Link,Ophrys fusca Link var. forestieri (Rchb.f.) comb. ined.,,0,missing_eol_id
Ophrys,fusca Link,Ophrys fusca Link var. fabrella (Paulus & Ayasse ex P. Delforge) comb. ined.,,0,missing_eol_id
Ophrys,fusca Link,Ophrys fusca Link var. eptapigiensis (Paulus) comb. ined.,,0,missing_eol_id
Ophrys,fusca Link,Ophrys fusca Link var. eivissa (Riech. & H. Kohlmüller) comb. ined.,,0,missing_eol_id
Ophrys,fusca Link,Ophrys fusca Link var. distincta F. M. Vázquez,,0,missing_eol_id
Ophrys,fusca Link,Ophrys fusca Link var. delforgei (Devillers-Tersch. & Devillers) comb. ined.,,0,missing_eol_id
Ophrys,fusca Link,Ophrys fusca Link var. creticola (Paulus) comb. ined.,,0,missing_eol_id
Ophrys,fusca Link,Ophrys fusca Link var. cressa (Paulus) comb. ined.,,0,missing_eol_id
Ophrys,fusca Link,Ophrys fusca Link var. creberrima (Paulus) comb. ined.,,0,missing_eol_id
Ophrys,fusca Link,Ophrys fusca Link var. cinereophila (Paulus & Gack) comb. ined.,,0,missing_eol_id
Ophrys,fusca Link,Ophrys fusca Link var. cesmeensis (Kreutz) Deniz,,0,missing_eol_id
Ophrys,fusca Link,Ophrys fusca Link var. calocaerina (Devillers-Tersch. & Devillers) comb. ined.,,0,missing_eol_id
Ophrys,fusca Link,Ophrys fusca Link var. blitopertha (Paulus & Gack) comb. ined.,,0,missing_eol_id
Ophrys,fusca Link,Ophrys fusca Link var. bilunulata (Risso) comb. ined.,,0,missing_eol_id
Ophrys,fusca Link,Ophrys fusca Link var. arnoldii (P. Delforge) comb. ined.,,0,missing_eol_id
Ophrys,fusca Link,Ophrys fusca Link var. akhdarensis (B. Baumann & H. Baumann) comb. ined.,,0,missing_eol_id
Ophrys,fusca Link,Ophrys fusca Link,,0,missing_eol_id
Ophrys,fusca Link,Ophrys fusca Link var. vasconica (O. Danesch & E. Danesch) comb. ined.,,0,missing_eol_id
Ophrys,fusca Link,Ophrys fusca Link var. thriptiensis (Paulus) comb. ined.,,0,missing_eol_id
Ophrys,graeca,Ophrys graeca (B. Baumann &amp; H. Baumann) S. Hertel &amp; H. Weyland,,0,missing_eol_id
Ophrys,graeca B.,Ophrys graeca (B. Baumann & H. Baumann) S. Hertel & H. Weyland,,0,missing_eol_id
Ophrys,heldreichii Schltr.,Ophrys heldreichii Schltr. var. polyxo (J. Mast,,0,missing_eol_id
Ophrys,heldreichii Schltr.,Ophrys heldreichii Schltr. var. pusilla (B. Baumann & H. Baumann) Hennecke,,0,missing_eol_id
Ophrys,heldreichii Schltr.,Ophrys heldreichii Schltr. var. pseudoapulica P. Delforge,,0,missing_eol_id
Ophrys,heldreichii Schltr.,Ophrys heldreichii Schltr.,,0,missing_eol_id
Ophrys,heldreichii Schltr.,Ophrys heldreichii Schltr. var. pharia (Devillers & Devillers-Tersch.) Hennecke,,0,missing_eol_id
Ophrys,helenae Renz,Ophrys helenae Renz,,0,missing_eol_id
Ophrys,holosericea Burm.f.,Ophrys holosericea (Burm.f.) Greuter var. linearis (Moggr.) comb. ined.,,0,missing_eol_id
Ophrys,holosericea Burm.f.,Ophrys holosericea (Burm.f.) Greuter var. shoufensis (Addam & Bou-Hamdan) comb. ined.,,0,missing_eol_id
Ophrys,holosericea Burm.f.,Ophrys holosericea (Burm.f.) Greuter var. pinguis (Romolini & Soca) comb. ined.,,0,missing_eol_id
Ophrys,holosericea Burm.f.,Ophrys holosericea (Burm.f.) Greuter var. personata (P. Delforge) comb. ined.,,0,missing_eol_id
Ophrys,holosericea Burm.f.,Ophrys holosericea (Burm.f.) Greuter var. paolina (Liverani & Romolini) comb. ined.,,0,missing_eol_id
Ophrys,holosericea Burm.f.,Ophrys holosericea (Burm.f.) Greuter var. montis-aviarii (O. Hirschy & L. Bennery) comb. ined.,,0,missing_eol_id
Ophrys,holosericea Burm.f.,Ophrys holosericea (Burm.f.) Greuter var. montiliensis (Aubenas & Scappat.) comb. ined.,,0,missing_eol_id
Ophrys,holosericea Burm.f.,Ophrys holosericea (Burm.f.) Greuter var. gracilis (Büel,,0,missing_eol_id
Ophrys,holosericea Burm.f.,Ophrys holosericea (Burm.f.) Greuter var. druentica (P. Delforge & Viglione) comb. ined.,,0,missing_eol_id
Ophrys,holosericea Burm.f.,Ophrys holosericea (Burm.f.) Greuter var. dinarica (Kranjcev & P. Delforge) comb. ined.,,0,missing_eol_id
Ophrys,holosericea Burm.f.,Ophrys holosericea (Burm.f.) Greuter var. delfuocoi (D'Alonzo & Perilli) comb. ined.,,0,missing_eol_id
Ophrys,holosericea Burm.f.,Ophrys holosericea (Burm.f.) Greuter var. cinnabarina (Romolini & Soca) comb. ined.,,0,missing_eol_id
Ophrys,holosericea Burm.f.,Ophrys holosericea (Burm.f.) Greuter var. brachyotus (Rchb.) comb. ined.,,0,missing_eol_id
Ophrys,holosericea Burm.f.,Ophrys holosericea (Burm.f.) Greuter var. apennina (Romolini & Soca) comb. ined.,,0,missing_eol_id
Ophrys,holosericea Burm.f.,Ophrys holosericea (Burm.f.) Greuter var. aestuariensis (J.-P. Ring,,0,missing_eol_id
Ophrys,holosericea Burm.f.,Ophrys holosericea (Burm.f.) Greuter var. aegirtica (P. Delforge) comb. ined.,,0,missing_eol_id
Ophrys,holosericea Burm.f.,Ophrys holosericea (Burm.f.) Greuter,,0,missing_eol_id
Ophrys,icariensis,Ophrys icariensis M. Hirth &amp; H. Spaeth,,0,missing_eol_id
Ophrys,icariensis M.,Ophrys icariensis M. Hirth & H. Spaeth,,0,missing_eol_id
Ophrys,incubacea Bianca,Ophrys incubacea Bianca ex Tod. var. fucifera (Rchb.f.) Hennecke,,0,missing_eol_id
Ophrys,incubacea Bianca,Ophrys incubacea Bianca ex Tod. var. brutia (P. Delforge) Hennecke,,0,missing_eol_id
Ophrys,incubacea Bianca,Ophrys incubacea Bianca ex Tod. var. pacensis (F. M. Vázquez) Hennecke,,0,missing_eol_id
Ophrys,incubacea Bianca,Ophrys incubacea Bianca ex Tod.,,0,missing_eol_id
Ophrys,incubacea Bianca,Ophrys incubacea Bianca ex Tod. var. dianensis Perazza & Doro,,0,missing_eol_id
Ophrys,incubacea Bianca,Ophrys incubacea Bianca ex Tod. var. septentrionalis Perazza & R. Lorenz,,0,missing_eol_id
Ophrys,incubacea Bianca,Ophrys incubacea Bianca ex Tod. var. rubriflora (Rivas Goday) F. M. Vázquez,,0,missing_eol_id
Ophrys,insectifera L.,Ophrys insectifera L. var. subinsectifera (C. E. Hermos. & Sabando) comb. ined.,,0,missing_eol_id
Ophrys,insectifera L.,Ophrys insectifera L.,1136493,0,zero_local_images
Ophrys,insectifera L.,Ophrys insectifera L. var. aymoninii (Breistr.) Hennecke,,0,missing_eol_id
Ophrys,iricolor Desf.,Ophrys iricolor Desf. var. mesaritica (Paulus,,0,missing_eol_id
Ophrys,iricolor Desf.,Ophrys iricolor Desf.,,0,missing_eol_id
Ophrys,iricolor Desf.,Ophrys iricolor Desf. var. astypalaeica (P. Delforge) Hennecke,,0,missing_eol_id
Ophrys,israelitica,Ophrys israelitica H. Baumann &amp; K&uuml;nkele,,0,missing_eol_id
Ophrys,israelitica H.,Ophrys israelitica H. Baumann & Künkele,,0,missing_eol_id
Ophrys,israelitica H.,Ophrys israelitica H. Baumann & Künkele var. gharifensis (Addam & Bou-Hamdam) Hennecke,,0,missing_eol_id
Ophrys,kotschyi,Ophrys kotschyi H. Fleischm. &amp; So&oacute;,,0,missing_eol_id
Ophrys,kotschyi H.,Ophrys kotschyi H. Fleischm. & Soó,1136487,0,zero_local_images
Ophrys,lacaitae Lojac.,Ophrys lacaitae Lojac.,,0,missing_eol_id
Ophrys,lesbis,Ophrys lesbis G&ouml;lz &amp; H. R. Reinhard,,0,missing_eol_id
Ophrys,lesbis Gölz,Ophrys lesbis Gölz & H. R. Reinhard,,0,missing_eol_id
Ophrys,lesbis Gölz,Ophrys lesbis Gölz & H. R. Reinhard var. mandalyana (B. Baumann & H. Baumann) P. Delforge,,0,missing_eol_id
Ophrys,lucis,Ophrys lucis (Kalteisen &amp; H. R. Reinhard) Paulus &amp; Gack,,0,missing_eol_id
Ophrys,lucis Kalteisen,Ophrys lucis (Kalteisen & H. R. Reinhard) Paulus & Gack var. atargatis (Kreutz) Hennecke,,0,missing_eol_id
Ophrys,lucis Kalteisen,Ophrys lucis (Kalteisen & H. R. Reinhard) Paulus & Gack,,0,missing_eol_id
Ophrys,lunulata Parl.,Ophrys lunulata Parl.,1136478,0,zero_local_images
Ophrys,lutea Gouan,Ophrys lutea (Gouan) Cav.,,0,missing_eol_id
Ophrys,lutea Gouan,Ophrys lutea (Gouan) Cav. var. speculissima F. M. Vázquez,,0,missing_eol_id
Ophrys,mammosa,Ophrys mammosa var. willingii (Paulus & M. Hirth) comb. ined.,,0,missing_eol_id
Ophrys,mammosa,Ophrys mammosa var. tremoris (Gämperle & Gölz) comb. ined.,,0,missing_eol_id
Ophrys,mammosa,Ophrys mammosa var. serotina (B. Willing & E. Willing) comb. ined.,,0,missing_eol_id
Ophrys,mammosa,Ophrys mammosa var. prespaensis (M. Hirth & Paulus) comb. ined.,,0,missing_eol_id
Ophrys,mammosa,Ophrys mammosa var. posteria (B. Baumann & H. Baumann) comb. ined.,,0,missing_eol_id
Ophrys,mammosa,Ophrys mammosa var. parviflora (Kreutz & H. Heitz) comb. ined.,,0,missing_eol_id
Ophrys,mammosa,Ophrys mammosa var. paphlagonica (Kreutz) comb. ined.,,0,missing_eol_id
Ophrys,mammosa,Ophrys mammosa var. osmaniaca (Kreutz) comb. ined.,,0,missing_eol_id
Ophrys,mammosa,Ophrys mammosa var. negadensis (G. Thiele & W. Thiele) comb. ined.,,0,missing_eol_id
Ophrys,mammosa,Ophrys mammosa var. montenegrina (H. Baumann & Künkele) comb. ined.,,0,missing_eol_id
Ophrys,mammosa,Ophrys mammosa var. monolithia (Kreutz) comb. ined.,,0,missing_eol_id
Ophrys,mammosa,Ophrys mammosa var. leucophthalma (Devillers-Tersch. & Devillers) comb. ined.,,0,missing_eol_id
Ophrys,mammosa,Ophrys mammosa var. palaestinae (Kreutz & Shifman) comb. ined.,,0,missing_eol_id
Ophrys,mammosa,Ophrys mammosa var. zagrica (Gölz) comb. ined.,,0,missing_eol_id
Ophrys,mammosa,Ophrys mammosa var. doerfleri (H. Fleischm.) comb. ined.,,0,missing_eol_id
Ophrys,mammosa,Ophrys mammosa var. cretensis (H. Baumann & Künkele) Hennecke,,0,missing_eol_id
Ophrys,mammosa,Ophrys mammosa var. ciliciana (Kreutz) comb. ined.,,0,missing_eol_id
Ophrys,mammosa,Ophrys mammosa var. catalcana (Kreutz) comb. ined.,,0,missing_eol_id
Ophrys,mammosa,Ophrys mammosa var. aegilica (Engelen) comb. ined.,,0,missing_eol_id
Ophrys,mammosa,Ophrys mammosa var. janrenzii (M. Hirth) comb. ined.,,0,missing_eol_id
Ophrys,mammosa,Ophrys mammosa var. hittitica (Kreutz & Ruedi Peter) comb. ined.,,0,missing_eol_id
Ophrys,mammosa,Ophrys mammosa var. herae (M. Hirth & H. Spaeth) comb. ined.,,0,missing_eol_id
Ophrys,mammosa,Ophrys mammosa var. hebes (Kalop.) comb. ined.,,0,missing_eol_id
Ophrys,mammosa,Ophrys mammosa var. hansreinhardii (M. Hirth) comb. ined.,,0,missing_eol_id
Ophrys,mammosa,Ophrys mammosa var. grammica (B. Willing & E. Willing) comb. ined.,,0,missing_eol_id
Ophrys,mammosa,Ophrys mammosa var. gortynia (H. Baumann & Künkele) comb. ined.,,0,missing_eol_id
Ophrys,mammosa,Ophrys mammosa var. eretriae (M. Hirth & Paulus) comb. ined.,,0,missing_eol_id
Ophrys,mammosa ssp.,Ophrys mammosa ssp. mammosa Desf.,,0,missing_eol_id
Ophrys,mammosa ssp.,Ophrys mammosa ssp. cyclocheila (Aver.) Baumann et al.,,0,missing_eol_id
Ophrys,mammosa ssp.,Ophrys mammosa ssp. mouterdeana B. Baumann & H. Baumann,,0,missing_eol_id
Ophrys,melitensis,Ophrys melitensis (Salk.) Devillers-Tersch. &amp; Devillers,,0,missing_eol_id
Ophrys,melitensis Salk.,Ophrys melitensis (Salk.) Devillers-Tersch. & Devillers,,0,missing_eol_id
Ophrys,mirabilis,Ophrys mirabilis Geniez &amp; Melki,,0,missing_eol_id
Ophrys,mirabilis Geniez,Ophrys mirabilis Geniez & Melki,,0,missing_eol_id
Ophrys,morisii,Ophrys morisii (Martelli) Cif. &amp; Giacom.,,0,missing_eol_id
Ophrys,morisii Martelli,Ophrys morisii (Martelli) Cif. & Giacom.,,0,missing_eol_id
Ophrys,murbeckii H.,Ophrys murbeckii H. Fleischm. var. aspea (Devillers-Tersch. & Devillers) Hennecke,,0,missing_eol_id
Ophrys,murbeckii H.,Ophrys murbeckii H. Fleischm.,,0,missing_eol_id
Ophrys,murbeckii H.,Ophrys murbeckii H. Fleischm. var. quarteirae (Kreutz,,0,missing_eol_id
Ophrys,omegaifera H.,Ophrys omegaifera H. Fleischm.,,0,missing_eol_id
Ophrys,oxyrrhynchos Tod.,Ophrys oxyrrhynchos Tod.,,0,missing_eol_id
Ophrys,oxyrrhynchos Tod.,Ophrys oxyrrhynchos Tod. var. ingrassiae (Dura,,0,missing_eol_id
Ophrys,pallida Raf.,Ophrys pallida Raf.,,0,missing_eol_id
Ophrys,parvimaculata,Ophrys parvimaculata (O. Danesch &amp; E. Danesch) Paulus &amp; Gack,,0,missing_eol_id
Ophrys,parvimaculata O.,Ophrys parvimaculata (O. Danesch & E. Danesch) Paulus & Gack,,0,missing_eol_id
Ophrys,parvimaculata O.,Ophrys parvimaculata (O. Danesch & E. Danesch) Paulus & Gack var. peucetiae (Lozito,,0,missing_eol_id
Ophrys,parvimaculata O.,Ophrys parvimaculata (O. Danesch & E. Danesch) Paulus & Gack var. istriensis (S. Hertel,,0,missing_eol_id
Ophrys,passionis Sennen,Ophrys passionis Sennen var. majellensis (Herm. Daiss & Helga Daiss) Hennecke,,0,missing_eol_id
Ophrys,passionis Sennen,Ophrys passionis Sennen var. pseudoatrata (S. Hertel & Presser) Hennecke,,0,missing_eol_id
Ophrys,passionis Sennen,Ophrys passionis Sennen var. castri-caesaris (Looken) Hennecke,,0,missing_eol_id
Ophrys,passionis Sennen,Ophrys passionis Sennen,,0,missing_eol_id
Ophrys,passionis Sennen,Ophrys passionis Sennen var. garganica (E. Nelson ex O. Danesch & E. Danesch) P. Delforge,,0,missing_eol_id
Ophrys,phryganae,Ophrys phryganae Devillers-Tersch. &amp; Devillers,,0,missing_eol_id
Ophrys,phryganae Devillers-Tersch.,Ophrys phryganae Devillers-Tersch. & Devillers var. barbarae (Gennaio) Hennecke,,0,missing_eol_id
Ophrys,phryganae Devillers-Tersch.,Ophrys phryganae Devillers-Tersch. & Devillers,,0,missing_eol_id
Ophrys,phryganae Devillers-Tersch.,Ophrys phryganae Devillers-Tersch. & Devillers var. ambrae (Soca) Hennecke,,0,missing_eol_id
Ophrys,phryganae Devillers-Tersch.,Ophrys phryganae Devillers-Tersch. & Devillers var. corsica (Soleirol ex G. & W. Foelsche) Hennecke,,0,missing_eol_id
Ophrys,phryganae Devillers-Tersch.,Ophrys phryganae Devillers-Tersch. & Devillers var. hellenica (Devillers & Devillers-Tersch.) Hennecke,,0,missing_eol_id
Ophrys,promontorii,Ophrys promontorii O. Danesch &amp; E. Danesch,,0,missing_eol_id
Ophrys,promontorii O.,Ophrys promontorii O. Danesch & E. Danesch,,0,missing_eol_id
Ophrys,regis-ferdinandii,Ophrys regis-ferdinandii (Acht. &amp; Kellerer ex Kuzmanov) Buttler,,0,missing_eol_id
Ophrys,regis-ferdinandii Acht.,Ophrys regis-ferdinandii (Acht. & Kellerer ex Kuzmanov) Buttler,,0,missing_eol_id
Ophrys,reinholdii Spruner,Ophrys reinholdii Spruner ex H. Fleischm. var. reinhardiorum (Paulus) comb. ined.,,0,missing_eol_id
Ophrys,reinholdii Spruner,Ophrys reinholdii Spruner ex H. Fleischm.,,0,missing_eol_id
Ophrys,reinholdii Spruner,Ophrys reinholdii Spruner ex H. Fleischm. var. leucotaenia (Renz & Taubenheim) Deniz,,0,missing_eol_id
Ophrys,reinholdii Spruner,Ophrys reinholdii Spruner ex H. Fleischm. var. straussii (H. Fleischm. & Bornm.) comb. ined.,,0,missing_eol_id
Ophrys,rhodia,Ophrys rhodia (H. Baumann &amp; K&uuml;nkele) P. Delforge,,0,missing_eol_id
Ophrys,rhodia H.,Ophrys rhodia (H. Baumann & Künkele) P. Delforge,,0,missing_eol_id
Ophrys,schulzei,Ophrys schulzei Bornm. &amp; H. Fleischm.,,0,missing_eol_id
Ophrys,schulzei Bornm.,Ophrys schulzei Bornm. & H. Fleischm. var. badinei (Kreutz,,0,missing_eol_id
Ophrys,schulzei Bornm.,Ophrys schulzei Bornm. & H. Fleischm.,,0,missing_eol_id
Ophrys,scolopax Cav.,Ophrys scolopax Cav. var. jugurtha (R. Martin & Ouni) Hennecke,,0,missing_eol_id
Ophrys,scolopax Cav.,Ophrys scolopax Cav. var. oceanica (Soca) comb. ined.,,0,missing_eol_id
