id,scientific_name,genus,species,author,synonyms,common_names,created_at,updated_at
7051,Gonatostylis vieillardii (Rchb.f.) Schltr.,Gonatostylis,vieillardii Rchb.f.,,,,2025-09-07 07:10:22.81252,2025-09-07 07:10:22.812524
7052,Halleorchis Szlach. & Olszewski,Halleorchis,Szlach. &,,,,2025-09-07 07:10:22.854396,2025-09-07 07:10:22.854399
7053,Halleorchis aspidogynoides Szlach. & Olszewski,Halleorchis,aspidogynoides Szlach.,,,,2025-09-07 07:10:22.895605,2025-09-07 07:10:22.895608
7054,Platylepis A. Rich.,Platylepis,A. Rich.,,,,2025-09-07 07:10:22.935957,2025-09-07 07:10:22.93596
7055,Platylepis bombus J. J. Sm.,Platylepis,bombus J.,,,,2025-09-07 07:10:22.976162,2025-09-07 07:10:22.976165
7056,Platylepis commelynae (Lindl.) Rchb.f.,Platylepis,commelynae Lindl.,,,,2025-09-07 07:10:23.016337,2025-09-07 07:10:23.016341
7057,Platylepis constricta (J. J. Sm.) J. J. Sm.,Platylepis,constricta J.,,,,2025-09-07 07:10:23.055932,2025-09-07 07:10:23.055935
7058,Platylepis densiflora Rolfe,Platylepis,densiflora Rolfe,,,,2025-09-07 07:10:23.095907,2025-09-07 07:10:23.09591
7059,Platylepis flaccida (Schltr.) M. C. Pace,Platylepis,flaccida Schltr.,,,,2025-09-07 07:10:23.135443,2025-09-07 07:10:23.135446
7060,Platylepis geluana (Schltr.) Schuit. & de Vogel,Platylepis,geluana Schltr.,,,,2025-09-07 07:10:23.174774,2025-09-07 07:10:23.174778
7061,Platylepis glandulosa (Lindl.) Rchb.f.,Platylepis,glandulosa Lindl.,,,,2025-09-07 07:10:23.214727,2025-09-07 07:10:23.21473
7062,Platylepis goudotii (Ormerod & Cavestro) M. C. Pace,Platylepis,goudotii Ormerod,,,,2025-09-07 07:10:23.253898,2025-09-07 07:10:23.253901
7063,Platylepis grandiflora (Schltr.) Ormerod,Platylepis,grandiflora Schltr.,,,,2025-09-07 07:10:23.293154,2025-09-07 07:10:23.293159
7064,Platylepis heteromorpha Rchb.f.,Platylepis,heteromorpha Rchb.f.,,,,2025-09-07 07:10:23.332309,2025-09-07 07:10:23.332311
7065,Platylepis hosokawae (Fukuy.) J. M. H. Shaw,Platylepis,hosokawae Fukuy.,,,,2025-09-07 07:10:23.371223,2025-09-07 07:10:23.371226
7066,Platylepis intricata Schuit. & de Vogel,Platylepis,intricata Schuit.,,,,2025-09-07 07:10:23.410165,2025-09-07 07:10:23.410168
7067,Platylepis laxa (Schltr.) J. M. H. Shaw,Platylepis,laxa Schltr.,,,,2025-09-07 07:10:23.449643,2025-09-07 07:10:23.449645
7068,Platylepis leucantha (Schltr.) J. M. H. Shaw,Platylepis,leucantha Schltr.,,,,2025-09-07 07:10:23.488848,2025-09-07 07:10:23.488852
7069,Platylepis margaritifera Schltr.,Platylepis,margaritifera Schltr.,,,,2025-09-07 07:10:23.527973,2025-09-07 07:10:23.527976
7070,Platylepis occulta (Thouars) Rchb.f.,Platylepis,occulta Thouars,,,,2025-09-07 07:10:23.567485,2025-09-07 07:10:23.567489
7071,Platylepis scripta (Rchb.f.) M. C. Pace,Platylepis,scripta Rchb.f.,,,,2025-09-07 07:10:23.60658,2025-09-07 07:10:23.606583
7072,Platylepis tidorensis J. J. Sm.,Platylepis,tidorensis J.,,,,2025-09-07 07:10:23.645902,2025-09-07 07:10:23.645905
7073,Platylepis xerostele Ormerod,Platylepis,xerostele Ormerod,,,,2025-09-07 07:10:23.684949,2025-09-07 07:10:23.684952
7074,Platylepis zeuxinoides Schltr.,Platylepis,zeuxinoides Schltr.,,,,2025-09-07 07:10:23.723988,2025-09-07 07:10:23.72399
7075,Schuitemania Ormerod,Schuitemania,Ormerod,,,,2025-09-07 07:10:23.763336,2025-09-07 07:10:23.763339
7076,Schuitemania merrillii (Ames) Ormerod,Schuitemania,merrillii Ames,,,,2025-09-07 07:10:23.802791,2025-09-07 07:10:23.802795
7077,Orchipedum Breda,Orchipedum,Breda,,,,2025-09-07 07:10:23.842683,2025-09-07 07:10:23.842686
7078,Orchipedum echinatum Aver. & Averyanova,Orchipedum,echinatum Aver.,,,,2025-09-07 07:10:23.882411,2025-09-07 07:10:23.882414
7079,Orchipedum plantaginifolium Breda,Orchipedum,plantaginifolium Breda,,,,2025-09-07 07:10:23.921896,2025-09-07 07:10:23.921899
7080,Orchipedum shareeanniae Tandang,Orchipedum,shareeanniae Tandang,,,,2025-09-07 07:10:23.961019,2025-09-07 07:10:23.961022
7081,Orchipedum wenzelii (Ames) J. J. Sm.,Orchipedum,wenzelii Ames,,,,2025-09-07 07:10:23.999833,2025-09-07 07:10:23.999835
7082,Herpysma Lindl.,Herpysma,Lindl.,,,,2025-09-07 07:10:24.038774,2025-09-07 07:10:24.038776
7083,Herpysma longicaulis Lindl.,Herpysma,longicaulis Lindl.,,,,2025-09-07 07:10:24.077947,2025-09-07 07:10:24.077949
7084,Hylophila Lindl.,Hylophila,Lindl.,,,,2025-09-07 07:10:24.117169,2025-09-07 07:10:24.117171
7085,Hylophila cheangii Holttum,Hylophila,cheangii Holttum,,,,2025-09-07 07:10:24.156423,2025-09-07 07:10:24.156426
7086,Hylophila lanceolata (Blume) Miq.,Hylophila,lanceolata Blume,,,,2025-09-07 07:10:24.195786,2025-09-07 07:10:24.195788
7087,Hylophila mollis Lindl.,Hylophila,mollis Lindl.,,,,2025-09-07 07:10:24.234959,2025-09-07 07:10:24.234962
7088,Hylophila nipponica (Fukuy.) S. S. Ying,Hylophila,nipponica Fukuy.,,,,2025-09-07 07:10:24.274585,2025-09-07 07:10:24.274588
7089,Hylophila rubra Ames,Hylophila,rubra Ames,,,,2025-09-07 07:10:24.313762,2025-09-07 07:10:24.313765
7090,Hylophila selebica (J. J. Sm.) comb. ined.,Hylophila,selebica J.,,,,2025-09-07 07:10:24.352354,2025-09-07 07:10:24.352356
7091,Hylophila vietnamensis Aver. & V. C. Nguyen,Hylophila,vietnamensis Aver.,,,,2025-09-07 07:10:24.39126,2025-09-07 07:10:24.391262
7092,Lepidogyne Blume,Lepidogyne,Blume,,,,2025-09-07 07:10:24.430348,2025-09-07 07:10:24.430349
7093,Lepidogyne longifolia (Blume) Blume,Lepidogyne,longifolia Blume,,,,2025-09-07 07:10:24.470786,2025-09-07 07:10:24.470788
7094,Eurycentrum Schltr.,Eurycentrum,Schltr.,,,,2025-09-07 07:10:24.50974,2025-09-07 07:10:24.509742
7095,Eurycentrum fragrans Schltr.,Eurycentrum,fragrans Schltr.,,,,2025-09-07 07:10:24.550892,2025-09-07 07:10:24.550894
7096,Eurycentrum monticola Schltr.,Eurycentrum,monticola Schltr.,,,,2025-09-07 07:10:24.590893,2025-09-07 07:10:24.590896
7097,Eurycentrum obscurum (Blume) Schltr.,Eurycentrum,obscurum Blume,,,,2025-09-07 07:10:24.637518,2025-09-07 07:10:24.63752
7098,Eurycentrum salomonense Schltr.,Eurycentrum,salomonense Schltr.,,,,2025-09-07 07:10:24.676982,2025-09-07 07:10:24.676984
7099,Cystorchis Blume,Cystorchis,Blume,,,,2025-09-07 07:10:24.716221,2025-09-07 07:10:24.716224
7100,Cystorchis aberrans J. J. Sm.,Cystorchis,aberrans J.,,,,2025-09-07 07:10:24.755439,2025-09-07 07:10:24.755441
7101,Cystorchis aphylla Ridl.,Cystorchis,aphylla Ridl.,,,,2025-09-07 07:10:24.794669,2025-09-07 07:10:24.794672
7102,Cystorchis appendiculata J. J. Sm.,Cystorchis,appendiculata J.,,,,2025-09-07 07:10:24.834013,2025-09-07 07:10:24.834016
7103,Cystorchis celebica Schltr.,Cystorchis,celebica Schltr.,,,,2025-09-07 07:10:24.873711,2025-09-07 07:10:24.873714
7104,Cystorchis dentifera Schltr.,Cystorchis,dentifera Schltr.,,,,2025-09-07 07:10:24.913583,2025-09-07 07:10:24.913585
7105,Cystorchis gracilis (Hook.f.) Holttum,Cystorchis,gracilis Hook.f.,,,,2025-09-07 07:10:24.952932,2025-09-07 07:10:24.952936
7106,Cystorchis javanica (Blume) Blume,Cystorchis,javanica Blume,,,,2025-09-07 07:10:24.992717,2025-09-07 07:10:24.992719
7107,Cystorchis luzonensis Ames,Cystorchis,luzonensis Ames,,,,2025-09-07 07:10:25.03402,2025-09-07 07:10:25.034024
7108,Cystorchis marginata Blume,Cystorchis,marginata Blume,,,,2025-09-07 07:10:25.073551,2025-09-07 07:10:25.073555
7109,Cystorchis ogurae (Tuyama) Ormerod & P. J. Cribb,Cystorchis,ogurae Tuyama,,,,2025-09-07 07:10:25.112709,2025-09-07 07:10:25.112711
7110,Cystorchis orphnophila Schltr.,Cystorchis,orphnophila Schltr.,,,,2025-09-07 07:10:25.151364,2025-09-07 07:10:25.151366
7111,Cystorchis peliocaulos Schltr.,Cystorchis,peliocaulos Schltr.,,,,2025-09-07 07:10:25.190643,2025-09-07 07:10:25.190646
7112,Cystorchis ranaiensis J. J. Sm.,Cystorchis,ranaiensis J.,,,,2025-09-07 07:10:25.231754,2025-09-07 07:10:25.231757
7113,Cystorchis saccosepala J. J. Sm.,Cystorchis,saccosepala J.,,,,2025-09-07 07:10:25.271388,2025-09-07 07:10:25.27139
7114,Cystorchis saccosepala J. J. Sm. var. menabaiensis J. J. Sm.,Cystorchis,saccosepala J.,,,,2025-09-07 07:10:25.310889,2025-09-07 07:10:25.310891
7115,Cystorchis salmoneus J. J. Wood,Cystorchis,salmoneus J.,,,,2025-09-07 07:10:25.349815,2025-09-07 07:10:25.349817
7116,Cystorchis saprophytica J. J. Sm.,Cystorchis,saprophytica J.,,,,2025-09-07 07:10:25.388992,2025-09-07 07:10:25.388994
7117,Cystorchis stenoglossa Schltr.,Cystorchis,stenoglossa Schltr.,,,,2025-09-07 07:10:25.428285,2025-09-07 07:10:25.428288
7118,Cystorchis variegata Blume,Cystorchis,variegata Blume,,,,2025-09-07 07:10:25.467337,2025-09-07 07:10:25.467338
7119,Cystorchis versteegii J. J. Sm.,Cystorchis,versteegii J.,,,,2025-09-07 07:10:25.506414,2025-09-07 07:10:25.506416
7120,Ludisia A. Rich.,Ludisia,A. Rich.,,,,2025-09-07 07:10:25.545451,2025-09-07 07:10:25.545453
7121,Ludisia discolor (Ker Gawl.) Blume,Ludisia,discolor Ker,,,,2025-09-07 07:10:25.585116,2025-09-07 07:10:25.585119
7122,Ludisia ravanii Cootes & G. Tiong,Ludisia,ravanii Cootes,,,,2025-09-07 07:10:25.624943,2025-09-07 07:10:25.624946
7123,Dossinia C. Morren,Dossinia,C. Morren,,,,2025-09-07 07:10:25.664367,2025-09-07 07:10:25.664369
7124,Dossinia marmorata (Lindl. ex Lem.) C. Morren,Dossinia,marmorata Lindl.,,,,2025-09-07 07:10:25.703622,2025-09-07 07:10:25.703624
7125,Macodes (Blume) Lindl.,Macodes,Blume Lindl.,,,,2025-09-07 07:10:25.7431,2025-09-07 07:10:25.743104
7126,Macodes angustilabris J. J. Sm.,Macodes,angustilabris J.,,,,2025-09-07 07:10:25.783392,2025-09-07 07:10:25.783395
7127,Macodes celebica Rolfe,Macodes,celebica Rolfe,,,,2025-09-07 07:10:25.823457,2025-09-07 07:10:25.82346
7128,Macodes cominsii (Rolfe) Rolfe,Macodes,cominsii Rolfe,,,,2025-09-07 07:10:25.862588,2025-09-07 07:10:25.862591
7129,Macodes cupida Ormerod,Macodes,cupida Ormerod,,,,2025-09-07 07:10:25.901761,2025-09-07 07:10:25.901765
7130,Macodes dendrophila Schltr.,Macodes,dendrophila Schltr.,,,,2025-09-07 07:10:25.94098,2025-09-07 07:10:25.940983
7131,Macodes limii J. J. Wood & A. Lamb,Macodes,limii J.,,,,2025-09-07 07:10:25.979933,2025-09-07 07:10:25.979936
7132,Macodes lowii (E. J. Lowe & W. Howard) J. J. Wood,Macodes,lowii E.,,,,2025-09-07 07:10:26.019302,2025-09-07 07:10:26.019306
7133,Macodes megalantha Ormerod,Macodes,megalantha Ormerod,,,,2025-09-07 07:10:26.058708,2025-09-07 07:10:26.05871
7134,Macodes obscura Schltr.,Macodes,obscura Schltr.,,,,2025-09-07 07:10:26.097814,2025-09-07 07:10:26.097816
7135,Macodes petola (Blume) Lindl.,Macodes,petola Blume,,,,2025-09-07 07:10:26.137002,2025-09-07 07:10:26.137004
7136,Macodes pulcherrima Schltr.,Macodes,pulcherrima Schltr.,,,,2025-09-07 07:10:26.17571,2025-09-07 07:10:26.175712
7137,Macodes sanderiana (Kraenzl.) Rolfe,Macodes,sanderiana Kraenzl.,,,,2025-09-07 07:10:26.214469,2025-09-07 07:10:26.214471
7138,Papuaea Schltr.,Papuaea,Schltr.,,,,2025-09-07 07:10:26.254216,2025-09-07 07:10:26.254219
7139,Papuaea reticulata Schltr.,Papuaea,reticulata Schltr.,,,,2025-09-07 07:10:26.293585,2025-09-07 07:10:26.293588
7140,Chamaegastrodia Makino & F. Maek.,Chamaegastrodia,Makino &,,,,2025-09-07 07:10:26.342368,2025-09-07 07:10:26.342371
7141,Chamaegastrodia guidongensis L. Wu,Chamaegastrodia,guidongensis L.,,,,2025-09-07 07:10:26.381375,2025-09-07 07:10:26.381377
7142,Chamaegastrodia inverta (W. W. Sm.) Seidenf.,Chamaegastrodia,inverta W.,,,,2025-09-07 07:10:26.420046,2025-09-07 07:10:26.420048
7143,Chamaegastrodia shikokiana Makino & F. Maek.,Chamaegastrodia,shikokiana Makino,,,,2025-09-07 07:10:26.481215,2025-09-07 07:10:26.481218
7144,Chamaegastrodia vaginata (Hook.f.) Seidenf.,Chamaegastrodia,vaginata Hook.f.,,,,2025-09-07 07:10:26.520282,2025-09-07 07:10:26.520285
7145,Cheirostylis Blume,Cheirostylis,Blume,,,,2025-09-07 07:10:26.559587,2025-09-07 07:10:26.559589
7146,Cheirostylis barbata Q. Liu & X. F. Wu,Cheirostylis,barbata Q.,,,,2025-09-07 07:10:26.598542,2025-09-07 07:10:26.598543
7147,Cheirostylis bidentata J. J. Sm.,Cheirostylis,bidentata J.,,,,2025-09-07 07:10:26.63935,2025-09-07 07:10:26.639354
7148,Cheirostylis bipunctata Aver.,Cheirostylis,bipunctata Aver.,,,,2025-09-07 07:10:26.678654,2025-09-07 07:10:26.678659
7149,Cheirostylis boryi (Rchb.f.) Hermans & P. J. Cribb,Cheirostylis,boryi Rchb.f.,,,,2025-09-07 07:10:26.717967,2025-09-07 07:10:26.71797
7150,Cheirostylis calcarata X. H. Jin & S. C. Chen,Cheirostylis,calcarata X.,,,,2025-09-07 07:10:26.75713,2025-09-07 07:10:26.757133
7151,Cheirostylis celebensis P. O'Byrne & J. J. Verm.,Cheirostylis,celebensis P.,,,,2025-09-07 07:10:26.796402,2025-09-07 07:10:26.796405
7152,Cheirostylis chinensis Rolfe,Cheirostylis,chinensis Rolfe,,,,2025-09-07 07:10:26.835747,2025-09-07 07:10:26.83575
7153,Cheirostylis chinensis Rolfe var. takeoi (Hayata) T. P. Lin,Cheirostylis,chinensis Rolfe,,,,2025-09-07 07:10:26.874796,2025-09-07 07:10:26.874799
7154,Cheirostylis chuxiongensis J. D. Ya,Cheirostylis,chuxiongensis J.,,,,2025-09-07 07:10:26.914999,2025-09-07 07:10:26.915001
7155,Cheirostylis cochinchinensis Blume,Cheirostylis,cochinchinensis Blume,,,,2025-09-07 07:10:26.957499,2025-09-07 07:10:26.957503
7156,Cheirostylis cristata Aver.,Cheirostylis,cristata Aver.,,,,2025-09-07 07:10:27.004788,2025-09-07 07:10:27.004792
7157,Cheirostylis dendrophila Schltr.,Cheirostylis,dendrophila Schltr.,,,,2025-09-07 07:10:27.047294,2025-09-07 07:10:27.047296
7158,Cheirostylis divina (Guinea) Summerh.,Cheirostylis,divina Guinea,,,,2025-09-07 07:10:27.090501,2025-09-07 07:10:27.090503
7159,Cheirostylis divina (Guinea) Summerh. var. ochyrae Szlach. & Olszewski,Cheirostylis,divina Guinea,,,,2025-09-07 07:10:27.132514,2025-09-07 07:10:27.132516
7160,Cheirostylis filipetala Aver.,Cheirostylis,filipetala Aver.,,,,2025-09-07 07:10:27.174542,2025-09-07 07:10:27.174545
7161,Cheirostylis flabellata (A. Rich.) Wight,Cheirostylis,flabellata A.,,,,2025-09-07 07:10:27.216453,2025-09-07 07:10:27.216455
7162,Cheirostylis foliosa Aver.,Cheirostylis,foliosa Aver.,,,,2025-09-07 07:10:27.258521,2025-09-07 07:10:27.258522
7163,Cheirostylis glandulifera (Aver.) J. M. H. Shaw,Cheirostylis,glandulifera Aver.,,,,2025-09-07 07:10:27.300927,2025-09-07 07:10:27.30093
7164,Cheirostylis glandulosa Aver.,Cheirostylis,glandulosa Aver.,,,,2025-09-07 07:10:27.343561,2025-09-07 07:10:27.343564
7165,Cheirostylis goldschmidtiana Schltr.,Cheirostylis,goldschmidtiana Schltr.,,,,2025-09-07 07:10:27.385484,2025-09-07 07:10:27.385486
7166,Cheirostylis grandiflora Blume,Cheirostylis,grandiflora Blume,,,,2025-09-07 07:10:27.427397,2025-09-07 07:10:27.427399
7167,Cheirostylis griffithii Lindl.,Cheirostylis,griffithii Lindl.,,,,2025-09-07 07:10:27.468924,2025-09-07 07:10:27.468926
7168,Cheirostylis gunnarii A. N. Rao,Cheirostylis,gunnarii A.,,,,2025-09-07 07:10:27.510597,2025-09-07 07:10:27.510598
7169,Cheirostylis gymnochiloides (Ridl.) Rchb.f.,Cheirostylis,gymnochiloides Ridl.,,,,2025-09-07 07:10:27.552497,2025-09-07 07:10:27.552499
7170,Cheirostylis jamesleungii S. Y. Hu & Barretto,Cheirostylis,jamesleungii S.,,,,2025-09-07 07:10:27.594427,2025-09-07 07:10:27.594429
7171,Cheirostylis javanica J. J. Sm.,Cheirostylis,javanica J.,,,,2025-09-07 07:10:27.636314,2025-09-07 07:10:27.636316
7172,Cheirostylis kabaenae Ormerod,Cheirostylis,kabaenae Ormerod,,,,2025-09-07 07:10:27.678509,2025-09-07 07:10:27.678513
7173,Cheirostylis latipetala Aver. & Averyanova,Cheirostylis,latipetala Aver.,,,,2025-09-07 07:10:27.720842,2025-09-07 07:10:27.720846
7174,Cheirostylis lepida (Rchb.) Rolfe,Cheirostylis,lepida Rchb.,,,,2025-09-07 07:10:27.762972,2025-09-07 07:10:27.762975
7175,Cheirostylis liukiuensis Masam.,Cheirostylis,liukiuensis Masam.,,,,2025-09-07 07:10:27.80557,2025-09-07 07:10:27.805573
7176,Cheirostylis liukiuensis Masam. var. derchiensis (S. S. Ying) T. P. Lin,Cheirostylis,liukiuensis Masam.,,,,2025-09-07 07:10:27.848063,2025-09-07 07:10:27.848067
7177,Cheirostylis liukiuensis Masam. var. nantouensis (T. P. Lin) T. P. Lin,Cheirostylis,liukiuensis Masam.,,,,2025-09-07 07:10:27.890305,2025-09-07 07:10:27.890307
7178,Cheirostylis malipoensis X. H. Jin & S. C. Chen,Cheirostylis,malipoensis X.,,,,2025-09-07 07:10:27.932605,2025-09-07 07:10:27.932607
7179,Cheirostylis marmorifolia Aver.,Cheirostylis,marmorifolia Aver.,,,,2025-09-07 07:10:27.974856,2025-09-07 07:10:27.974859
7180,Cheirostylis moniliformis (Griff.) Seidenf.,Cheirostylis,moniliformis Griff.,,,,2025-09-07 07:10:28.020642,2025-09-07 07:10:28.020644
7181,Cheirostylis montana Blume,Cheirostylis,montana Blume,,,,2025-09-07 07:10:28.063333,2025-09-07 07:10:28.063337
7182,Cheirostylis monteiroi S. Y. Hu & Barretto,Cheirostylis,monteiroi S.,,,,2025-09-07 07:10:28.105461,2025-09-07 07:10:28.105463
7183,Cheirostylis monteiroi S. Y. Hu & Barretto var. clibborndyeri (S. Y. Hu & Barretto) T. P. Lin,Cheirostylis,monteiroi S.,,,,2025-09-07 07:10:28.147617,2025-09-07 07:10:28.14762
7184,Cheirostylis notialis D. L. Jones,Cheirostylis,notialis D.,,,,2025-09-07 07:10:28.189306,2025-09-07 07:10:28.189308
7185,Cheirostylis nuda (Thouars) Ormerod,Cheirostylis,nuda Thouars,,,,2025-09-07 07:10:28.231346,2025-09-07 07:10:28.231348
7186,Cheirostylis octodactyla Ames,Cheirostylis,octodactyla Ames,,,,2025-09-07 07:10:28.273951,2025-09-07 07:10:28.273953
7187,Cheirostylis orobanchoides (F. Muell.) D. L. Jones & M. A. Clem.,Cheirostylis,orobanchoides F.,,,,2025-09-07 07:10:28.316291,2025-09-07 07:10:28.316294
7188,Cheirostylis ovata (F. M. Bailey) Schltr.,Cheirostylis,ovata F.,,,,2025-09-07 07:10:28.35886,2025-09-07 07:10:28.358862
7189,Cheirostylis parvifolia Lindl.,Cheirostylis,parvifolia Lindl.,,,,2025-09-07 07:10:28.400816,2025-09-07 07:10:28.400818
7190,Cheirostylis pubescens C. S. P. Parish & Rchb.f.,Cheirostylis,pubescens C.,,,,2025-09-07 07:10:28.442554,2025-09-07 07:10:28.442556
7191,Cheirostylis pusilla (Lindl.) Lindl.,Cheirostylis,pusilla Lindl.,,,,2025-09-07 07:10:28.484539,2025-09-07 07:10:28.484541
7192,Cheirostylis pusilla (Lindl.) Lindl. var. simplex T. P. Lin,Cheirostylis,pusilla Lindl.,,,,2025-09-07 07:10:28.526438,2025-09-07 07:10:28.526441
7193,Cheirostylis raymundii Schltr.,Cheirostylis,raymundii Schltr.,,,,2025-09-07 07:10:28.568259,2025-09-07 07:10:28.568261
7194,Cheirostylis serpens Aver.,Cheirostylis,serpens Aver.,,,,2025-09-07 07:10:28.610332,2025-09-07 07:10:28.610334
7195,Cheirostylis sessanica A. N. Rao,Cheirostylis,sessanica A.,,,,2025-09-07 07:10:28.651956,2025-09-07 07:10:28.651958
7196,Cheirostylis sherriffii N. Pearce & P. J. Cribb,Cheirostylis,sherriffii N.,,,,2025-09-07 07:10:28.693689,2025-09-07 07:10:28.693691
7197,Cheirostylis spathulata J. J. Sm.,Cheirostylis,spathulata J.,,,,2025-09-07 07:10:28.73561,2025-09-07 07:10:28.735613
7198,Cheirostylis thailandica Seidenf.,Cheirostylis,thailandica Seidenf.,,,,2025-09-07 07:10:28.777858,2025-09-07 07:10:28.777861
7199,Cheirostylis thanmoiensis (Gagnep.) Ormerod,Cheirostylis,thanmoiensis Gagnep.,,,,2025-09-07 07:10:28.820261,2025-09-07 07:10:28.820264
7200,Cheirostylis tippica A. N. Rao,Cheirostylis,tippica A.,,,,2025-09-07 07:10:28.862624,2025-09-07 07:10:28.862627
7201,Cheirostylis tortilacinia C. S. Leou,Cheirostylis,tortilacinia C.,,,,2025-09-07 07:10:28.905293,2025-09-07 07:10:28.905296
7202,Cheirostylis tortilacinia C. S. Leou var. rubrifolia (T. P. Lin & W. M. Lin) T. P. Lin,Cheirostylis,tortilacinia C.,,,,2025-09-07 07:10:28.947785,2025-09-07 07:10:28.947788
7203,Cheirostylis tortilacinia C. S. Leou var. wutaiensis T. P. Lin,Cheirostylis,tortilacinia C.,,,,2025-09-07 07:10:28.990932,2025-09-07 07:10:28.990936
7204,Cheirostylis yei J. D. Ya,Cheirostylis,yei J.,,,,2025-09-07 07:10:29.033281,2025-09-07 07:10:29.033283
7205,Cheirostylis yunnanensis Rolfe,Cheirostylis,yunnanensis Rolfe,,,,2025-09-07 07:10:29.076187,2025-09-07 07:10:29.076191
7206,Zeuxine Lindl.,Zeuxine,Lindl.,,,,2025-09-07 07:10:29.124778,2025-09-07 07:10:29.124781
7207,Zeuxine affinis (Lindl.) Benth. ex Hook.f.,Zeuxine,affinis Lindl.,,,,2025-09-07 07:10:29.167274,2025-09-07 07:10:29.167277
7208,Zeuxine africana Rchb.f.,Zeuxine,africana Rchb.f.,,,,2025-09-07 07:10:29.211449,2025-09-07 07:10:29.211452
7209,Zeuxine agyokuana Fukuy.,Zeuxine,agyokuana Fukuy.,,,,2025-09-07 07:10:29.253767,2025-09-07 07:10:29.253769
7210,Zeuxine amboinensis (J. J. Sm.) J. J. Sm.,Zeuxine,amboinensis J.,,,,2025-09-07 07:10:29.295859,2025-09-07 07:10:29.295862
7211,Zeuxine andamanica King & Pantl.,Zeuxine,andamanica King,,,,2025-09-07 07:10:29.337695,2025-09-07 07:10:29.337696
7212,Zeuxine baliensis J. J. Sm.,Zeuxine,baliensis J.,,,,2025-09-07 07:10:29.379936,2025-09-07 07:10:29.379938
7213,Zeuxine ballii P. J. Cribb,Zeuxine,ballii P.,,,,2025-09-07 07:10:29.422603,2025-09-07 07:10:29.422606
7214,Zeuxine bifalcifera J. J. Sm.,Zeuxine,bifalcifera J.,,,,2025-09-07 07:10:29.464774,2025-09-07 07:10:29.464778
7215,Zeuxine boninensis Tuyama,Zeuxine,boninensis Tuyama,,,,2025-09-07 07:10:29.506862,2025-09-07 07:10:29.506864
7216,Zeuxine boninensis Tuyama var. pingtungensis (T. C. Hsu) T. P. Lin,Zeuxine,boninensis Tuyama,,,,2025-09-07 07:10:29.548631,2025-09-07 07:10:29.548635
7217,Zeuxine boninensis Tuyama var. subactinomorpha Suetsugu,Zeuxine,boninensis Tuyama,,,,2025-09-07 07:10:29.590787,2025-09-07 07:10:29.590789
7218,Zeuxine bougainvilleana Ormerod,Zeuxine,bougainvilleana Ormerod,,,,2025-09-07 07:10:29.632539,2025-09-07 07:10:29.632541
7219,Zeuxine cambodiana (Gagnep.) Ormerod,Zeuxine,cambodiana Gagnep.,,,,2025-09-07 07:10:29.674234,2025-09-07 07:10:29.674235
7220,Zeuxine chowdheryi Av. Bhattacharjee & Sabap.,Zeuxine,chowdheryi Av.,,,,2025-09-07 07:10:29.71625,2025-09-07 07:10:29.716252
7221,Zeuxine clandestina Blume,Zeuxine,clandestina Blume,,,,2025-09-07 07:10:29.759035,2025-09-07 07:10:29.759037
7222,Zeuxine cordata (Lindl.) Ormerod,Zeuxine,cordata Lindl.,,,,2025-09-07 07:10:29.80113,2025-09-07 07:10:29.801133
7223,Zeuxine diversifolia Ormerod,Zeuxine,diversifolia Ormerod,,,,2025-09-07 07:10:29.844574,2025-09-07 07:10:29.844577
7224,Zeuxine drukyulensis P. Gyeltshen,Zeuxine,drukyulensis P.,,,,2025-09-07 07:10:29.887856,2025-09-07 07:10:29.887859
7225,Zeuxine elatior Schltr.,Zeuxine,elatior Schltr.,,,,2025-09-07 07:10:29.93038,2025-09-07 07:10:29.930382
7226,Zeuxine elmeri (Ames) Ames,Zeuxine,elmeri Ames,,,,2025-09-07 07:10:29.972485,2025-09-07 07:10:29.972488
7227,Zeuxine elongata Rolfe,Zeuxine,elongata Rolfe,,,,2025-09-07 07:10:30.014703,2025-09-07 07:10:30.014706
7228,Zeuxine erimae Schltr.,Zeuxine,erimae Schltr.,,,,2025-09-07 07:10:30.0566,2025-09-07 07:10:30.056602
7229,Zeuxine eryliae Ormerod,Zeuxine,eryliae Ormerod,,,,2025-09-07 07:10:30.099041,2025-09-07 07:10:30.099044
7230,Zeuxine exilis Ridl.,Zeuxine,exilis Ridl.,,,,2025-09-07 07:10:30.141233,2025-09-07 07:10:30.141235
7231,Zeuxine flava (Wall. ex Lindl.) Trimen,Zeuxine,flava Wall.,,,,2025-09-07 07:10:30.183351,2025-09-07 07:10:30.183354
7232,Zeuxine fritzii Schltr.,Zeuxine,fritzii Schltr.,,,,2025-09-07 07:10:30.226438,2025-09-07 07:10:30.226441
7233,Zeuxine gengmanensis (K. Y. Lang) Ormerod,Zeuxine,gengmanensis K.,,,,2025-09-07 07:10:30.26869,2025-09-07 07:10:30.268693
7234,Zeuxine gilgiana Kraenzl. & Schltr.,Zeuxine,gilgiana Kraenzl.,,,,2025-09-07 07:10:30.315956,2025-09-07 07:10:30.315958
7235,Zeuxine glandulosa King & Pantl.,Zeuxine,glandulosa King,,,,2025-09-07 07:10:30.358328,2025-09-07 07:10:30.358329
