genus,species,image_count,country_count,sources
Epidendrum,densifolium,30,0,GBIF
Taeniophyllum,compactum,30,0,GBIF
Epidendrum,verrucosum,30,0,GBIF
Hemipilia,monantha,30,0,GBIF
Ophrys,x sommieri,30,0,GBIF
Disa,densiflora Lindl.,30,1,GBIF
Epidendrum,vulgoamparoanum,30,0,GBIF
Disa,crassicornis Lindl.,30,1,GBIF
Styloglossum,lyroglossum,30,0,GBIF
Disa,cooperi Rchb.f.,30,1,GBIF
Styloglossum,hololeucum,30,0,GBIF
Neottia,acuminata,30,0,GBIF
Epidendrum,weddelii,30,0,GBIF
Tropidia,curculigoides,30,0,GBIF
Ophrys,x praemelena,30,0,GBIF
Hemipilia,gracilis Blume,30,0,GBIF
Hemipilia,flabellata Bureau,30,0,GBIF
Stigmatodactylus,sikokianus Maximova,30,0,GBIF
Bulbophyllum,humblotii,30,0,GBIF
Hemipilia,cucullata L.,30,0,GBIF
Maxillaria,hematoglossa,30,0,GBIF
Disa,chrysostachya Sw.,30,1,GBIF
Aerides,odorata,30,0,GBIF
Disa,cernua Thunb.,30,1,GBIF
Hemipilia,chusua D.,30,0,GBIF
Neottia,banksiana,30,0,GBIF
Aerides,multiflora,30,0,GBIF
Hemipilia,alpestris Fukuy.,30,0,GBIF
Stichorkis,reflexa,30,0,GBIF
Disa,brevicornis Lindl.,30,1,GBIF
Epidendrum,lacustre,30,0,GBIF
Neottia,convallarioides,30,0,GBIF
Hapalorchis,candida,30,3,GBIF
Epidendrum,xanthinum,30,0,GBIF
Ophrys,x philippi,30,0,GBIF
Neottia,cordata,30,0,GBIF
Disa,bivalvata L.f.,30,1,GBIF
Habenaria,zambesina Rchb.f.,30,0,GBIF
Disa,biflora L.,30,1,GBIF
Disa,bifida Thunb.,30,1,GBIF
Stichorkis,elliptica,30,0,GBIF
Stichorkis,coelogynoides,30,0,GBIF
Disa,aurata Bolus,30,1,GBIF
Habenaria,welwitschii Rchb.f.,30,0,GBIF
Habenaria,weberiana Schltr.,30,0,GBIF
Ophrys,x koseciorum,30,0,GBIF
Neottia,makinoana,30,0,GBIF
Epigeneium,nakaharae,30,0,GBIF
Stenorrhynchos,speciosum Jacq.,30,0,GBIF
Ophrys,x battandieri,30,0,GBIF
Epigeneium,rotundatum,30,0,GBIF
Habenaria,verdickii De,30,0,GBIF
Stenorrhynchos,pubens,30,0,GBIF
Stenorrhynchos,glicensteinii Christenson,30,0,GBIF
Stenoglottis,woodii Schltr.,30,0,GBIF
Stenoglottis,longifolia Hook.f.,30,0,GBIF
Dipodium,stenocheilum,30,0,GBIF
Habenaria,truncata Lindl.,30,0,GBIF
Stellamaris,pergrata,30,0,GBIF
Habenaria,tridens Lindl.,30,0,GBIF
Platystele,compacta,30,0,GBIF
Maxillaria,hagsateriana,30,0,GBIF
Dipodium,pandanum,30,0,GBIF
Epipactis,dunensis,30,0,GBIF
Bulbophyllum,makoyanum,30,0,GBIF
Habenaria,subfiliformis Cogn.,30,1,GBIF
Papilionanthe,hookeriana,30,0,GBIF
Dinema,polybulbon,30,0,GBIF
Dimerandra,emarginata,30,0,GBIF
Ypsilopus,tricuspis,30,0,GBIF
Epipactis,greuteri,30,0,GBIF
Epipactis,muelleri,30,0,GBIF
Habenaria,subauriculata,30,0,GBIF
Platystele,oxyglossa,30,0,GBIF
Habenaria,strictissima Rchb.f.,30,0,GBIF
Platystele,pedicellaris,30,0,GBIF
Peristylus,plantagineus Lindl.,30,0,GBIF
Habenaria,splendens Rendle,30,0,GBIF
Habenaria,socotrana Balf.f.,30,0,GBIF
Didymoplexis,micradenia,30,0,GBIF
Bulbophyllum,mutabile,30,0,GBIF
Didymoplexiella,siamensis,30,0,GBIF
Bulbophyllum,napellii,30,0,GBIF
Aerides,falcata,30,0,GBIF
Stelis,retusa,30,0,GBIF
Epipactis,papillosa,30,0,GBIF
Epipactis,royleana,30,0,GBIF
Peristylus,pachyneurus Schltr.,30,1,GBIF
Bulbophyllum,nitidum,30,0,GBIF
Dichaea,trichocarpa,30,0,GBIF
Habenaria,schimperiana Hochst.,30,0,GBIF
Dichaea,squarrosa,30,0,GBIF
Vanda,coelestis,30,0,GBIF
Epipactis,tremolsii,30,0,GBIF
Plectorrhiza,beckleri,30,0,GBIF
Stelis,purpurascens,30,0,GBIF
Dichaea,neglecta,30,0,GBIF
Dichaea,muricatoides,30,0,GBIF
Dichaea,morrisii,30,0,GBIF
Pheladenia,deformis R.,30,0,GBIF
Ophrys,umbilicata Desf.,30,0,GBIF
Stelis,poasensis,30,0,GBIF
Dichaea,hystricina,30,0,GBIF
Pleione,bulbocodioides,30,0,GBIF
Dichaea,graminoides,30,0,GBIF
Pleione,formosana,30,0,GBIF
Stelis,pachyglossa,30,0,GBIF
Pleione,forrestii,30,0,GBIF
Epidendrum,brevivenium,30,0,GBIF
Ophrys,tetraloniae W.,30,0,GBIF
Dichaea,glauca,30,0,GBIF
Dichaea,camaridioides,30,0,GBIF
Pleione,hookeriana,30,0,GBIF
Stelis,nanegalensis,30,0,GBIF
Pleione,humilis,30,0,GBIF
Ophrys,tenthredinifera Willd.,30,3,GBIF
Nervilia,kotschyi,30,0,GBIF
Dendrophylax,lindenii,30,0,GBIF
Ophrys,spruneri Nyman,30,0,GBIF
Habenaria,petalodes Lindl.,30,1,GBIF
Ophrys,sphegodes Mill.,30,2,GBIF
Habenaria,peristyloides A.,30,0,GBIF
Dendrobium,williamsonii,30,0,GBIF
Habenaria,papyracea Schltr.,30,0,GBIF
Dendrobium,wardianum,30,0,GBIF
Nervilia,nipponica,30,0,GBIF
Ypsilopus,erectus,30,0,GBIF
Acianthera,glumacea,30,0,GBIF
Maxillaria,graminifolia,30,0,GBIF
Dendrobium,viridiflorum,30,0,GBIF
Habenaria,obtusa Lindl.,30,0,GBIF
Habenaria,njamnjamica Kraenzl.,30,0,GBIF
Ophrys,reinholdii Spruner,30,0,GBIF
Stelis,emarginata,30,0,GBIF
Ophrys,regis-ferdinandii,30,0,GBIF
Stelis,deregularis,30,0,GBIF
Nervilia,shirensis,30,0,GBIF
Dendrobium,turbinatum,30,0,GBIF
Ophrys,passionis Sennen,30,0,GBIF
Ypsilopus,amaniensis,30,0,GBIF
Epidendrum,erosum,30,0,GBIF
Habenaria,macrostele Summerh.,30,0,GBIF
Habenaria,macroplectron Schltr.,30,0,GBIF
Ophrys,parvimaculata O.,30,0,GBIF
Aeranthes,peyrotii,30,0,GBIF
Habenaria,lucida Wall.,30,0,GBIF
Habenaria,longicorniculata J.,30,1,GBIF
Habenaria,longicauda Hook.,30,2,GBIF
Nigritella,corneliana Beauverd,30,0,GBIF
Phragmipedium,humboldtii Warsz.,30,4,"GBIF,Tropicos - Missouri Botanical Garden"
Ophrys,murbeckii H.,30,0,GBIF
Stanhopea,saccata,30,0,GBIF
Stanhopea,ruckeri,30,0,GBIF
Eriochilus,glareosus G.,30,0,GBIF
Bulbophyllum,trachyanthum,30,1,GBIF
Stanhopea,jenischiana,30,0,GBIF
Dendrobium,steatoglossum,30,0,GBIF
Notylia,barkeri,30,0,GBIF
Stanhopea,graveolens,30,0,GBIF
Stanhopea,gibbosa,30,0,GBIF
Dendrobium,smillieae,30,0,GBIF
Stanhopea,dodsoniana,30,0,GBIF
Maxillaria,coccinea,30,0,GBIF
Habenaria,laevigata Lindl.,30,0,GBIF
Stanhopea,connata,30,0,GBIF
Habenaria,kraenzliniana Schltr.,30,0,GBIF
Habenaria,kleyi Schltr.,30,0,GBIF
Spiranthes,vernalis,30,0,GBIF
Eriochilus,magenteus D.,30,0,GBIF
Habenaria,kassneriana Kraenzl.,30,0,GBIF
Spiranthes,tuberosa,30,0,GBIF
Spiranthes,torta,30,0,GBIF
Habenaria,kariniae R.,30,0,GBIF
Habenaria,josephensis Barb.,30,0,GBIF
Maxillaria,colorata,30,0,GBIF
Habenaria,jaliscana S.,30,1,GBIF
Spiranthes,romanzoffiana,30,0,GBIF
Spiranthes,porrifolia,30,0,GBIF
Habenaria,iyoensis Ohwi,30,0,GBIF
Caladenia,actensis,30,0,GBIF
Caladenia,alata R.,30,0,GBIF
Caladenia,ampla D.,30,0,GBIF
Caladenia,amplexans A.,30,0,GBIF
Caladenia,arenaria Fitzg.,30,0,GBIF
Caladenia,arenicola,30,0,GBIF
Caladenia,argocalla D.,30,0,GBIF
Caladenia,atradenia D.,30,0,GBIF
Spiranthes,lucida,30,0,GBIF
Spiranthes,lacera,30,0,GBIF
Caladenia,atrovespa D.,30,0,GBIF
Spiranthes,graminea,30,0,GBIF
Epidendrum,eximium,30,0,GBIF
Caladenia,brevisura,30,0,GBIF
Caladenia,brumalis D.,30,0,GBIF
Caladenia,caesarea ssp.,30,0,GBIF
Pleurothallis,pedunculata,30,0,GBIF
Caladenia,cardiochila Tate,30,0,GBIF
Caladenia,chapmanii,30,0,GBIF
Caladenia,clarkiae D.,30,0,GBIF
Spiranthes,cernua,30,0,GBIF
Caladenia,coactilis D.,30,0,GBIF
Caladenia,colorata D.,30,0,GBIF
Caladenia,conferta D.,30,0,GBIF
Caladenia,cretacea D.,30,0,GBIF
Caladenia,cristata R.,30,0,GBIF
Caladenia,decora,30,0,GBIF
Caladenia,dilatata R.,30,1,GBIF
Caladenia,dimorpha Fitzg.,30,0,GBIF
Caladenia,discoidea Lindl.,30,0,GBIF
Caladenia,dundasiae Hopper,30,0,GBIF
Spiranthes,australis,30,0,GBIF
Caladenia,erythronema A.,30,0,GBIF
Caladenia,exilis ssp.,30,1,GBIF
Caladenia,falcata,30,0,GBIF
Caladenia,flindersica D.,30,0,GBIF
Caladenia,footeana Hopper,30,0,GBIF
Caladenia,fragrantissima D.,30,0,GBIF
Caladenia,fuscata,30,0,GBIF
Epidendrum,bogotense,30,0,GBIF
Caladenia,gracilis R.,30,0,GBIF
Caladenia,gracillima Rupp,30,0,GBIF
Caladenia,grampiana D.,30,0,GBIF
Caladenia,harringtoniae Hopper,30,0,GBIF
Caladenia,heberleana Hopper,30,0,GBIF
Caladenia,hiemalis Hopper,30,1,GBIF
Caladenia,hopperiana,30,0,GBIF
Caladenia,infundibularis A.,30,0,GBIF
Caladenia,iridescens R.,30,0,GBIF
Caladenia,latifolia R.,30,0,GBIF
Dendrobium,rigidum,30,0,GBIF
Caladenia,lobata Fitzg.,30,0,GBIF
Spiranthes,aestivalis,30,0,GBIF
Caladenia,lorea,30,1,GBIF
Caladenia,lowanensis G.,30,1,GBIF
Spiculaea,ciliata Lindl.,30,0,GBIF
Caladenia,macrostylis Fitzg.,30,0,GBIF
Eriodes,barbata,30,0,GBIF
Caladenia,marginata Lindl.,30,0,GBIF
Habenaria,heteroplectron Rchb.f.,30,1,GBIF
Caladenia,mentiens D.,30,0,GBIF
Anathallis,microphyta,30,0,GBIF
Caladenia,montana G.,30,0,GBIF
Caladenia,multiplex,30,0,GBIF
Caladenia,nivalis Hopper,30,1,GBIF
Caladenia,nobilis,30,0,GBIF
Erycina,echinata,30,0,GBIF
Erycina,hyalinobulbon,30,0,GBIF
Caladenia,pachychila Hopper,30,0,GBIF
Caladenia,paludosa Hopper,30,0,GBIF
Erycina,pusilla,30,6,GBIF
Ophrys,mirabilis Geniez,30,0,GBIF
Caladenia,perangusta A.,30,0,GBIF
Habenaria,hamata Barb.,30,0,GBIF
Caladenia,polychroma Hopper,30,0,GBIF
Caladenia,prolata D.,30,0,GBIF
Caladenia,pygmaea R.,30,0,GBIF
Xylobium,sulfurinum,30,0,GBIF
Caladenia,radiata Nicholls,30,0,GBIF
Caladenia,reticulata Fitzg.,30,0,GBIF
Caladenia,richardsiorum D.,30,0,GBIF
Acianthera,montana,30,0,GBIF
Caladenia,roei Benth.,30,0,GBIF
Caladenia,rosella G.,30,1,GBIF
Caladenia,saxatilis D.,30,0,GBIF
Caladenia,serotina,30,0,GBIF
Caladenia,speciosa Hopper,30,0,GBIF
Oberonia,disticha,30,0,GBIF
Caladenia,stellata D.,30,0,GBIF
Caladenia,straminichila A.,30,1,GBIF
Caladenia,strigosa D.,30,0,GBIF
Caladenia,tessellata Fitzg.,30,0,GBIF
Caladenia,thinicola,30,0,GBIF
Caladenia,uliginosa ssp.,30,0,GBIF
Caladenia,ustulata D.,30,0,GBIF
Caladenia,validinervia,30,0,GBIF
Epidendrum,ferrugineum,30,0,GBIF
Caladenia,venusta G.,30,0,GBIF
Caladenia,verrucosa G.,30,0,GBIF
Caladenia,villosissima G.,30,0,GBIF
Caladenia,viridescens,30,0,GBIF
Dendrobium,prostheciglossum,30,0,GBIF
Specklinia,picta,30,0,GBIF
Caladenia,x coactescens,30,0,GBIF
Caladenia,x enigma,30,0,GBIF
Caladenia,x exserta,30,0,GBIF
Caladenia,x triangularis,30,0,GBIF
Caladenia,xantha,30,0,GBIF
Dendrobium,primulinum,30,0,GBIF
Calanthe,alismifolia,30,0,GBIF
Calanthe,aristulifera,30,0,GBIF
Specklinia,digitalis,30,0,GBIF
Specklinia,brighamii,30,0,GBIF
Eulophia,aculeata,30,0,GBIF
Calanthe,brevicornu,30,0,GBIF
Spathoglottis,unguiculata,30,0,GBIF
Calanthe,candida,30,0,GBIF
Calanthe,davidii,30,0,GBIF
Oberonia,equitans,30,0,GBIF
Calanthe,graciliflora,30,0,GBIF
Eulophia,alta,30,0,GBIF
Calanthe,kinabaluensis,30,0,GBIF
Spathoglottis,parviflora,30,2,GBIF
Spathoglottis,pacifica,30,2,GBIF
Spathoglottis,ixioides,30,0,GBIF
Calanthe,repens,30,0,GBIF
Calanthe,striata,30,0,GBIF
Sotoa,confusa,30,0,GBIF
Habenaria,filifera S.,30,1,GBIF
Eulophia,bolusii,30,0,GBIF
Calanthe,zollingeri,30,0,GBIF
Xylobium,elongatum,30,0,GBIF
Ophrys,kotschyi H.,30,0,GBIF
Eulophia,calantha,30,0,GBIF
Sobralia,warszewiczii,30,0,GBIF
Calochilus,grandiflorus Benth.,30,0,GBIF
Calochilus,herbaceus Lindl.,30,0,GBIF
Podangis,rhipsalisocia,30,0,GBIF
Calochilus,paludosus R.,30,0,GBIF
Sobralia,virginalis,30,0,GBIF
Calochilus,pulchellus D.,30,0,GBIF
Habenaria,falcicornis Burch.,30,0,GBIF
Calochilus,stramenicola D.,30,0,GBIF
Calochilus,therophilus D.,30,1,GBIF
Calochilus,uliginosus D.,30,0,GBIF
Eulophia,calcarata,30,0,GBIF
Wullschlaegelia,calcarata,30,0,GBIF
Campylocentrum,grisebachii,30,0,GBIF
Sobralia,sessilis,30,0,GBIF
Sobralia,ruckeri,30,0,GBIF
Sobralia,rosea,30,0,GBIF
Habenaria,epipactidea Rchb.f.,30,0,GBIF
Sobralia,powellii,30,2,GBIF
Campylocentrum,schiedei,30,0,GBIF
Paphiopedilum,lawrenceanum Rchb.f.,30,2,GBIF
Habenaria,entomantha Lex.,30,0,GBIF
Sobralia,macdougallii,30,0,GBIF
Capanemia,angustilabia,30,0,GBIF
Capanemia,theresae,30,0,GBIF
Sobralia,liliastrum,30,0,GBIF
Catasetum,cernuum,30,0,GBIF
Habenaria,ensifolia Lindl.,30,0,GBIF
Dendrobium,oreodoxa,30,1,GBIF
Sobralia,leucoxantha,30,0,GBIF
Eulophia,clitellifera,30,0,GBIF
Sobralia,klotzscheana,30,0,GBIF
Catasetum,discolor,30,0,GBIF
Paradisanthus,mosenii,30,0,GBIF
Dendrobium,officinale,30,0,GBIF
Eulophia,coeloglossa,30,0,GBIF
Eulophia,cucullata,30,0,GBIF
Catasetum,lanciferum,30,0,GBIF
Oberonia,japonica,30,0,GBIF
Catasetum,maculatum,30,0,GBIF
Epidendrum,fruticosum,30,0,GBIF
Sobralia,fragrans,30,0,GBIF
Sobralia,fenzliana,30,0,GBIF
Ophrys,iricolor Desf.,30,0,GBIF
Catasetum,saccatum,30,0,GBIF
Catasetum,socco,30,0,GBIF
Eulophia,dentata,30,0,GBIF
Habenaria,dregeana Lindl.,30,1,GBIF
Catasetum,viridiflavum,30,0,GBIF
Sobralia,boliviensis,30,0,GBIF
Eulophia,ecristata,30,0,GBIF
Polystachya,anceps,30,0,GBIF
Eulophia,epidendraea,30,0,GBIF
Eulophia,flava,30,0,GBIF
Warrea,warreana,30,0,GBIF
Sobralia,atropubescens,30,0,GBIF
Sobennikoffia,robusta,30,0,GBIF
Sobennikoffia,humbertiana,30,0,GBIF
Smithsonia,viridiflora,30,0,GBIF
Maxillaria,fulgens,30,0,GBIF
Eulophia,flavopurpurea,30,0,GBIF
Eulophia,foliosa,30,0,GBIF
Eulophia,galeoloides,30,0,GBIF
Ophrys,incubacea Bianca,30,3,GBIF
Eulophia,gonychila,30,0,GBIF
Habenaria,delavayi Finet,30,0,GBIF
Eulophia,guineensis,30,1,GBIF
Dendrobium,mayandyi,30,0,GBIF
Ophrys,holosericea Burm.f.,30,0,GBIF
Maxillaria,notylioglossa,30,0,GBIF
Eulophia,ibityensis,30,0,GBIF
Sertifera,purpurea,30,1,GBIF
Dendrobium,macrophyllum,30,0,GBIF
Caucaea,azuayensis,30,0,GBIF
Serapias,x ambigua,30,0,GBIF
Eulophia,lachnocheila,30,0,GBIF
Caucaea,olivacea,30,0,GBIF
Cephalanthera,austiniae,30,0,GBIF
Cephalanthera,epipactoides,30,0,GBIF
Ophrys,heldreichii Schltr.,30,0,GBIF
Cephalanthera,falcata,30,0,GBIF
Cephalanthera,kotschyana,30,0,GBIF
Serapias,orientalis ssp.,30,0,GBIF
Cephalanthera,rubra,30,0,GBIF
Eulophia,latilabris,30,0,GBIF
Ceratandra,atrata L.,30,1,GBIF
Ceratandra,harveyana Lindl.,30,1,GBIF
Serapias,cordigera ssp.,30,0,GBIF
Oberonia,titania,30,0,GBIF
Schoenorchis,vanoverberghii,30,0,GBIF
Schizochilus,flexuosus Harv.,30,0,GBIF
Schiedeella,saltensis,30,0,GBIF
Schiedeella,affinis,30,0,GBIF
Ophrys,graeca B.,30,0,GBIF
Epidendrum,barbae,30,1,GBIF
Eulophia,leontoglossa,30,0,GBIF
Habenaria,cornuta Lindl.,30,0,GBIF
Eulophia,litoralis,30,0,GBIF
Scaphyglottis,sigmoidea,30,0,GBIF
Scaphyglottis,sickii,30,2,GBIF
Scaphyglottis,punctulata,30,0,GBIF
Dendrobium,leptocladum,30,0,GBIF
Eulophia,lonchophylla,30,0,GBIF
Scaphyglottis,modesta,30,0,GBIF
Scaphyglottis,imbricata,30,0,GBIF
Eulophia,macra,30,0,GBIF
Polystachya,estrellensis,30,0,GBIF
Dendrobium,kurashigei,30,0,GBIF
Eulophia,malangana,30,2,GBIF
Habenaria,commelinifolia Roxb.,30,0,GBIF
Maxillaria,cordyline,30,0,GBIF
Chamorchis,alpina L.,30,0,GBIF
Changnienia,amoena,30,0,GBIF
Polystachya,fusiformis,30,0,GBIF
Cheirostylis,chinensis Rolfe,30,0,GBIF
Cheirostylis,flabellata A.,30,0,GBIF
Epidendrum,geminiflorum,30,0,GBIF
Habenaria,chirensis Rchb.f.,30,0,GBIF
Ophrys,fleischmannii Hayek,30,0,GBIF
Chiloglottis,gunnii Lindl.,30,0,GBIF
Scaphyglottis,crurigera,30,0,GBIF
Eulophia,milnei,30,4,GBIF
Chiloglottis,pluricallata D.,30,0,GBIF
Chiloglottis,sphaerula D.,30,0,GBIF
Chiloglottis,trapeziformis Fitzg.,30,0,GBIF
Ophrys,crabronifera,30,0,GBIF
Chiloglottis,valida D.,30,0,GBIF
Chiloschista,phyllorhiza,30,0,GBIF
Chiloschista,segawae,30,0,GBIF
Chiloschista,usneoides,30,0,GBIF
Chloraea,barbata Lindl.,30,0,GBIF
Ophrys,cilicica Schltr.,30,0,GBIF
Acianthera,serpentula,30,0,GBIF
Dendrobium,heterocarpum,30,0,GBIF
Chloraea,longipetala Lindl.,30,0,GBIF
Polystachya,ottoniana,30,0,GBIF
Chloraea,philippii Rchb.f.,30,0,GBIF
Scaphyglottis,aurea,30,0,GBIF
Chloraea,piquichen Lam.,30,0,GBIF
Habenaria,castroi R.,30,0,GBIF
Eulophia,plantaginea,30,0,GBIF
Polystachya,poikilantha,30,0,GBIF
Scaphosepalum,grande,30,0,GBIF
Scaphosepalum,beluosum,30,0,GBIF
Scaphosepalum,anchoriferum,30,0,GBIF
Polystachya,pubescens,30,0,GBIF
Chrysoglossum,ornatum,30,0,GBIF
Sauroglossum,elatum,30,0,GBIF
Polystachya,ramulosa,30,0,GBIF
Eulophia,ramosa,30,0,GBIF
Satyrium,situsanguinum,30,0,GBIF
Satyrium,schimperi Hochst.,30,0,GBIF
Satyrium,riparium Rchb.f.,30,0,GBIF
Polystachya,rosea,30,0,GBIF
Cleisostoma,paniculatum,30,0,GBIF
Habenaria,brachyphylla Lindl.,30,0,GBIF
Acianthera,sonderiana,30,0,GBIF
Epidendrum,geminiochraceum,30,0,GBIF
Satyrium,rhodanthum Schltr.,30,0,GBIF
Satyrium,retusum Lindl.,30,0,GBIF
Satyrium,pumilum Thunb.,30,1,GBIF
Ophrys,chestermanii J.,30,0,GBIF
Satyrium,princeps Bolus,30,0,GBIF
Satyrium,parviflorum Sw.,30,0,GBIF
Satyrium,pallens S.,30,1,GBIF
Eulophia,rolfeana,30,0,GBIF
Eulophia,roseovariegata,30,0,GBIF
Habenaria,boiviniana,30,0,GBIF
Polystachya,tenella,30,0,GBIF
Acianthera,strupifolia,30,0,GBIF
Dendrobium,fractiflexum,30,0,GBIF
Dendrobium,formosum,30,0,GBIF
Satyrium,kitimboense Kraenzl.,30,2,GBIF
Habenaria,arianae Geerinck,30,0,GBIF
Satyrium,eurycalcaratum van,30,1,GBIF
Satyrium,erectum Sw.,30,0,GBIF
Polystachya,tridentata,30,0,GBIF
Dendrobium,falcorostrum,30,0,GBIF
Satyrium,cristatum Sond.,30,0,GBIF
Habenaria,ambositrana Schltr.,30,1,GBIF
Acianthera,teres,30,0,GBIF
Habenaria,amambayensis Schltr.,30,0,GBIF
Satyrium,coriifolium Sw.,30,0,GBIF
Coccineorchis,bracteosa,30,0,GBIF
Coelia,triptera,30,0,GBIF
Octomeria,juncifolia,30,0,GBIF
Satyrium,carneum Dryand.,30,0,GBIF
Satyrium,candidum Lindl.,30,1,GBIF
Dendrobium,ellipsophyllum,30,0,GBIF
Satyrium,bicorne L.,30,1,GBIF
Coelogyne,bigibbosa,30,0,GBIF
Eulophia,schweinfurthii,30,0,GBIF
Habenaria,alata Hook.,30,0,GBIF
Habenaria,aitchisonii Rchb.f.,30,0,GBIF
Satyrium,anomalum Schltr.,30,0,GBIF
Epidendrum,megaloclinium,30,0,GBIF
Aerangis,stelligera,30,0,GBIF
Dendrobium,discolor,30,0,GBIF
Polystachya,valentina,30,0,GBIF
Acianthera,tricarinata,30,0,GBIF
Satyrium,amblyosaccos Schltr.,30,0,GBIF
Coelogyne,compressicaulis,30,0,GBIF
Satyrium,acuminatum Lindl.,30,0,GBIF
Dendrobium,dentatum,30,0,GBIF
Pomatocalpa,spicatum,30,0,GBIF
Eulophia,seleensis,30,0,GBIF
Ophrys,biancae Tod.,30,0,GBIF
Eulophia,speciosa,30,0,GBIF
Dendrobium,crumenatum,30,0,GBIF
Gymnadenia,orchidis Lindl.,30,0,GBIF
Sarcochilus,spathulatus,30,0,GBIF
Gymnadenia,odoratissima L.,30,0,GBIF
Eulophia,tabularis,30,0,GBIF
Sarcochilus,hillii,30,0,GBIF
Ponthieva,diptera Linden,30,0,GBIF
Sarcochilus,ceciliae,30,0,GBIF
Ponthieva,fertilis F.,30,3,GBIF
Coelogyne,guamensis,30,0,GBIF
Ponthieva,mandonii Rchb.f.,30,0,GBIF
Sarcochilus,australis,30,0,GBIF
Ponthieva,mexicana,30,0,GBIF
Guarianthe,skinneri,30,0,GBIF
Eulophia,tricristata,30,0,GBIF
Eulophia,tuberculata,30,0,GBIF
Grammatophyllum,scriptum,30,0,GBIF
Ophrys,arachnitiformis Gren.,30,0,GBIF
Grammangis,ellisii,30,0,GBIF
Pecteilis,gigantea Sm.,30,0,GBIF
Govenia,utriculata,30,0,GBIF
Coelogyne,lentiginosa,30,0,GBIF
Sacoila,argentina,30,0,GBIF
Porpax,braccata,30,0,GBIF
Rossioglossum,schlieperianum,30,0,GBIF
Coelogyne,magniflora,30,0,GBIF
Govenia,quadriplicata,30,0,GBIF
Vanilla,pompona ssp.,30,6,GBIF
Coelogyne,mayeriana,30,0,GBIF
Govenia,pauciflora,30,0,GBIF
Govenia,lagenophora,30,0,GBIF
Coelogyne,missionariorum,30,0,GBIF
Govenia,dressleriana,30,2,GBIF
Porpax,karikouyensis,30,0,GBIF
Rodriguezia,granadensis,30,0,GBIF
Rodriguezia,decora,30,0,GBIF
Govenia,capitata,30,0,GBIF
Coelogyne,nitida,30,0,GBIF
Eurychone,rothschildiana,30,3,GBIF
Eurystyles,bertonii,30,0,GBIF
Coelogyne,occultata,30,0,GBIF
Robiquetia,succisa,30,0,GBIF
Coelogyne,pallens,30,0,GBIF
Odontochilus,drymoglossifolius Hayata,30,0,GBIF
Porroglossum,amethystinum,30,0,GBIF
Coelogyne,prolifera,30,0,GBIF
Prasophyllum,alpinum R.,30,0,GBIF
Acianthus,caudatus R.,30,0,GBIF
Goodyera,tesselata G.,30,1,GBIF
Coelogyne,pulverula,30,0,GBIF
Ophrys,andria P.,30,0,GBIF
Coelogyne,punctulata,30,0,GBIF
Maxillaria,cucullata,30,0,GBIF
Odontochilus,elwesii King,30,0,GBIF
Coelogyne,radicosa,30,0,GBIF
Coelogyne,radioferens,30,0,GBIF
Goodyera,schlechtendaliana Rchb.f.,30,0,GBIF
Risleya,atropurpurea,30,0,GBIF
Rimacola,elliptica R.,30,0,GBIF
Rhynchostele,stellata,30,0,GBIF
Rhynchostele,rossii,30,0,GBIF
Dendrobium,bowmanii,30,0,GBIF
Rhynchostele,bictoniensis,30,0,GBIF
Acianthus,exsertus R.,30,0,GBIF
Coelogyne,schultesii,30,0,GBIF
Goodyera,rubicunda Blume,30,0,GBIF
Oncidium,vulcanicum,30,0,GBIF
Fernandezia,crystallina,30,0,GBIF
Rhomboda,yakusimensis Masam.,30,0,GBIF
Oncidium,unguiculatum,30,0,GBIF
Dendrobium,biflorum,30,0,GBIF
Rhipidoglossum,ugandense,30,0,GBIF
Goodyera,maculata T.,30,0,GBIF
Coelogyne,sulphurea,30,0,GBIF
Acianthus,fornicatus R.,30,0,GBIF
Rhipidoglossum,rutilum,30,0,GBIF
Dendrobium,barbatulum,30,0,GBIF
Rhipidoglossum,ovale,30,0,GBIF
Fernandezia,lanceolata,30,0,GBIF
Goodyera,hachijoensis Yatabe,30,2,GBIF
Coelogyne,trinervis,30,3,GBIF
Goodyera,fusca Lindl.,30,0,GBIF
Prasophyllum,calcicola R.,30,0,GBIF
Goodyera,foliosa Lindl.,30,0,GBIF
Coelogyne,venusta,30,0,GBIF
Odontochilus,lanceolatus Lindl.,30,0,GBIF
xPseuditella,x,30,0,GBIF
Goodyera,daibuzanensis Yamam.,30,0,GBIF
Goodyera,cordata Lindl.,30,0,GBIF
Goodyera,biflora Lindl.,30,0,GBIF
Collabium,formosanum,30,0,GBIF
Oncidium,schroederianum,30,0,GBIF
Rhipidoglossum,delepierreanum,30,0,GBIF
Prasophyllum,cyphochilum Benth.,30,0,GBIF
Gongora,unicolor,30,4,GBIF
Rhinerrhiza,divitiflora,30,0,GBIF
Comparettia,falcata,30,0,GBIF
Restrepiella,ophiocephala,30,0,GBIF
Prasophyllum,drummondii Rchb.f.,30,0,GBIF
Fernandezia,myrtillus,30,0,GBIF
Anacamptis,israelitica H.,30,0,GBIF
Prasophyllum,elatum R.,30,0,GBIF
Prasophyllum,fimbria Rchb.f.,30,1,GBIF
Prasophyllum,fitzgeraldii,30,0,GBIF
Comparettia,ottonis,30,0,GBIF
Aerangis,kotschyana,30,0,GBIF
